LandContour,GarageYrBlt,FullBath,BsmtFinSF1,TotRmsAbvGrd,ExterQual,OpenPorchSF,Heating,Condition2,OverallQual,GarageCars,KitchenQual,KitchenAbvGr,2ndFlrSF,CentralAir,BsmtQual,TotalBsmtSF,Fireplaces,SalePrice
Lvl,2003.0,2,706,8,Gd,61,GasA,Norm,7,2,Gd,1,854,Y,Gd,856,0,208500
Lvl,1976.0,2,978,6,TA,0,GasA,Norm,6,2,TA,1,0,Y,Gd,1262,1,181500
Lvl,2001.0,2,486,6,Gd,42,GasA,Norm,7,2,Gd,1,866,Y,Gd,920,1,223500
Lvl,1998.0,1,216,7,TA,35,GasA,Norm,7,3,Gd,1,756,Y,TA,756,1,140000
Lvl,2000.0,2,655,9,Gd,84,GasA,Norm,8,3,Gd,1,1053,Y,Gd,1145,1,250000
Lvl,1993.0,1,732,5,TA,30,GasA,Norm,5,2,TA,1,566,Y,Gd,796,0,143000
Lvl,2004.0,2,1369,7,Gd,57,GasA,Norm,8,2,Gd,1,0,Y,Ex,1686,1,307000
Lvl,1973.0,2,859,7,TA,204,GasA,Norm,7,2,TA,1,983,Y,Gd,1107,2,200000
Lvl,1931.0,2,0,8,TA,0,GasA,Norm,7,2,TA,2,752,Y,TA,952,2,129900
Lvl,1939.0,1,851,5,TA,4,GasA,Artery,5,1,TA,2,0,Y,TA,991,2,118000
Lvl,1965.0,1,906,5,TA,0,GasA,Norm,5,1,TA,1,0,Y,TA,1040,0,129500
Lvl,2005.0,3,998,11,Ex,21,GasA,Norm,9,3,Ex,1,1142,Y,Ex,1175,2,345000
Lvl,1962.0,1,737,4,TA,0,GasA,Norm,5,1,TA,1,0,Y,TA,912,0,144000
Lvl,2006.0,2,0,7,Gd,33,GasA,Norm,7,3,Gd,1,0,Y,Gd,1494,1,279500
Lvl,1960.0,1,733,5,TA,213,GasA,Norm,6,1,TA,1,0,Y,TA,1253,1,157000
Lvl,1991.0,1,0,5,TA,112,GasA,Norm,7,2,TA,1,0,Y,TA,832,0,132000
Lvl,1970.0,1,578,5,TA,0,GasA,Norm,6,2,TA,1,0,Y,TA,1004,1,149000
Lvl,1967.0,2,0,6,TA,0,GasA,Norm,4,2,TA,2,0,Y,TA,0,0,90000
Lvl,2004.0,1,646,6,TA,102,GasA,Norm,5,2,Gd,1,0,Y,TA,1114,0,159000
Lvl,1958.0,1,504,6,TA,0,GasA,Norm,5,1,TA,1,0,Y,TA,1029,0,139000
Lvl,2005.0,3,0,9,Gd,154,GasA,Norm,8,3,Gd,1,1218,Y,Ex,1158,1,325300
Bnk,1930.0,1,0,6,TA,0,GasA,Norm,7,1,Gd,1,0,Y,TA,637,1,139400
Lvl,2002.0,2,0,7,Gd,159,GasA,Norm,8,2,Gd,1,0,Y,Gd,1777,1,230000
Lvl,1976.0,1,840,6,TA,110,GasA,Norm,5,2,TA,1,0,Y,Gd,1040,1,129900
Lvl,1968.0,1,188,6,TA,90,GasA,Norm,5,1,Gd,1,0,Y,TA,1060,1,154000
Lvl,2007.0,2,0,7,Gd,56,GasA,Norm,8,3,Gd,1,0,Y,Gd,1566,1,256300
Lvl,2005.0,1,234,5,TA,32,GasA,Norm,5,2,Gd,1,0,Y,TA,900,0,134800
Lvl,2008.0,2,1218,7,Gd,50,GasA,Norm,8,3,Gd,1,0,Y,Ex,1704,1,306000
Lvl,1957.0,1,1277,6,TA,258,GasA,Norm,5,1,TA,1,0,Y,TA,1484,2,207500
Lvl,1920.0,1,0,4,TA,0,GasA,RRNn,4,1,Fa,1,0,N,TA,520,0,68500
Lvl,1920.0,1,0,6,TA,54,GasA,Norm,4,1,TA,1,668,N,TA,649,0,40000
Lvl,1966.0,1,0,6,TA,65,GasA,Norm,5,1,Gd,1,0,Y,TA,1228,0,149350
Lvl,2007.0,2,0,7,Gd,30,GasA,Norm,8,2,Gd,1,0,Y,Ex,1234,0,179900
Lvl,1959.0,1,1018,6,TA,38,GasA,Norm,5,2,Gd,1,0,Y,TA,1398,1,165500
Lvl,2005.0,2,1153,6,Ex,47,GasA,Norm,9,2,Ex,1,0,Y,Ex,1561,1,277500
Lvl,2004.0,3,0,9,Gd,32,GasA,Norm,8,3,Gd,1,1320,Y,Ex,1117,1,309000
Lvl,1995.0,1,0,6,TA,64,GasA,Norm,5,2,TA,1,0,Y,Gd,1097,0,145000
Lvl,1954.0,1,1213,5,TA,0,GasA,Norm,5,2,TA,1,0,Y,TA,1297,1,153000
Lvl,1953.0,1,731,5,TA,52,GasA,Norm,5,1,Gd,1,0,Y,TA,1057,0,109000
Lvl,2005.0,2,0,6,TA,0,GasA,Norm,4,0,Fa,2,0,N,TA,0,0,82000
Lvl,1965.0,2,643,6,TA,138,GasA,Norm,6,2,TA,1,0,Y,TA,1088,1,160000
Lvl,1959.0,1,967,5,TA,104,GasA,Norm,5,1,TA,1,0,Y,TA,1350,2,170000
Lvl,1983.0,1,747,5,TA,0,GasA,Norm,5,2,Gd,1,0,Y,Gd,840,0,144000
Lvl,1977.0,1,280,5,TA,0,GasA,Norm,5,1,TA,1,0,Y,Gd,938,0,130250
Lvl,1959.0,1,179,6,TA,0,GasA,Norm,5,1,TA,1,0,Y,TA,1150,0,141000
Lvl,2005.0,2,456,6,Ex,82,GasA,Norm,9,2,Ex,1,0,Y,Ex,1752,1,319900
Lvl,2003.0,1,1351,6,Gd,43,GasA,Norm,7,2,Gd,1,631,Y,Ex,1434,1,239686
Lvl,2006.0,2,24,7,Gd,146,GasA,Norm,8,3,Gd,1,0,Y,Gd,1656,0,249700
Lvl,2005.0,2,0,8,TA,0,GasA,Norm,4,0,TA,3,716,Y,TA,736,0,113000
Lvl,1966.0,1,763,6,TA,0,GasA,Norm,5,1,TA,1,0,Y,TA,955,0,127000
Lvl,1997.0,2,182,6,TA,75,GasA,Norm,6,2,TA,1,676,Y,Gd,794,0,177000
Lvl,1985.0,1,0,6,TA,0,GasA,Norm,6,2,TA,1,0,Y,TA,816,1,114500
Bnk,1963.0,1,104,5,Fa,0,GasA,Norm,5,2,TA,1,0,N,Gd,816,0,110000
Low,1981.0,0,1810,5,Gd,72,GasA,Norm,9,3,Gd,1,0,Y,Ex,1842,1,385000
Bnk,1962.0,1,384,6,TA,50,GasA,Norm,5,2,TA,1,0,Y,TA,384,1,130000
Lvl,1964.0,2,490,7,TA,0,GasA,Norm,6,2,TA,1,0,Y,TA,1425,1,180500
Lvl,1999.0,2,649,7,Gd,0,GasA,Norm,8,2,Gd,1,756,Y,Gd,970,0,172500
Lvl,2004.0,2,0,7,Gd,70,GasA,Norm,7,2,Gd,1,860,Y,Gd,860,0,196500
HLS,2006.0,3,0,10,Ex,0,GasA,Norm,10,3,Gd,1,1519,Y,Ex,1410,1,438780
Bnk,1973.0,1,632,4,TA,0,GasA,Norm,5,1,TA,1,0,Y,TA,780,0,124900
Lvl,2006.0,1,941,5,TA,50,GasA,Norm,6,2,Gd,1,0,Y,Gd,1158,0,158000
Lvl,1935.0,1,0,6,TA,0,GasA,Norm,5,1,Fa,1,530,N,TA,530,0,101000
Lvl,2006.0,2,24,6,Gd,49,GasA,Norm,8,2,Gd,1,0,Y,Gd,1370,1,202500
Bnk,1990.0,2,0,9,TA,11,GasA,Feedr,7,2,TA,1,808,Y,TA,576,0,140000
Lvl,1998.0,2,739,8,TA,36,GasA,Norm,7,2,Gd,1,977,Y,Gd,1057,0,219500
Lvl,2004.0,2,0,9,Gd,151,GasA,Norm,8,3,Gd,1,1330,Y,Ex,1143,1,317000
Lvl,1970.0,2,912,7,TA,0,GasA,Norm,7,2,TA,1,0,Y,Gd,1947,1,180000
Lvl,2003.0,2,1013,7,Gd,29,GasA,Norm,7,2,Gd,1,0,Y,Gd,1453,0,226000
Lvl,1945.0,1,0,4,TA,0,GasA,Norm,4,1,TA,1,0,Y,TA,747,0,80000
Lvl,1953.0,2,603,7,Gd,21,GasW,Norm,7,2,TA,1,983,Y,TA,1304,1,225000
Lvl,1973.0,2,1880,8,TA,0,GasA,Norm,7,2,TA,1,0,Y,Gd,2223,2,244000
Lvl,1987.0,1,565,4,TA,0,GasA,Norm,4,2,TA,1,0,Y,TA,845,0,129500
Lvl,1998.0,2,0,7,TA,94,GasA,Norm,7,2,TA,1,833,Y,Gd,832,1,185000
Lvl,1989.0,1,320,6,TA,0,GasA,Norm,5,2,TA,1,0,Y,TA,1086,0,144900
Lvl,1915.0,2,0,8,Gd,0,GasA,Norm,3,1,TA,2,765,N,Fa,840,0,107400
Lvl,1973.0,1,462,5,TA,101,GasA,Norm,4,1,TA,1,462,Y,Gd,462,0,91000
Lvl,1956.0,1,228,4,TA,0,GasA,Norm,4,1,TA,1,0,Y,TA,952,0,135750
Lvl,1948.0,1,336,6,TA,0,GasA,Norm,5,1,TA,1,213,Y,TA,672,0,127000
Lvl,2005.0,2,0,8,TA,0,GasA,Norm,4,0,TA,2,0,N,TA,1768,0,136500
Lvl,1966.0,1,0,5,TA,0,GasA,Norm,5,2,TA,1,548,Y,TA,440,0,110000
Lvl,1968.0,2,448,8,TA,72,GasA,Norm,6,1,Gd,1,960,Y,Gd,896,1,193500
Lvl,1998.0,2,1201,5,TA,199,GasA,Norm,6,2,TA,1,0,Y,Ex,1237,0,153500
Lvl,2007.0,2,33,6,TA,99,GasA,Norm,8,3,Gd,1,0,Y,Gd,1563,1,245000
Lvl,1974.0,1,0,6,TA,0,GasA,Norm,5,2,TA,1,0,Y,TA,1065,0,126500
Lvl,1995.0,2,0,7,TA,72,GasA,Norm,7,2,TA,1,670,Y,Gd,384,1,168500
Lvl,1991.0,2,0,9,Gd,82,GasA,Norm,8,2,Gd,1,1116,Y,Gd,1288,1,260000
Lvl,2005.0,2,0,6,Gd,38,GasA,Norm,6,2,Gd,1,876,Y,Gd,684,1,174000
Lvl,2009.0,2,0,4,Gd,234,GasA,Norm,6,2,Gd,1,612,Y,Gd,612,0,164500
Lvl,2005.0,1,0,6,Fa,0,GasA,Feedr,3,0,Fa,1,0,N,TA,1013,0,85000
Lvl,2005.0,1,588,5,TA,0,GasA,Norm,4,0,TA,1,0,Y,Gd,990,0,123600
Lvl,1950.0,1,0,4,TA,29,GasA,Norm,4,2,TA,1,0,Y,TA,0,0,109900
Lvl,1961.0,1,600,6,TA,0,GasA,Norm,5,2,TA,1,0,Y,TA,1235,0,98600
HLS,1921.0,1,713,5,TA,0,GasA,Norm,5,2,TA,1,0,Y,Gd,876,0,163500
Lvl,1900.0,2,1046,9,TA,0,GasW,Norm,6,2,TA,2,1031,N,TA,1214,1,133900
Lvl,1997.0,2,648,7,TA,162,GasA,Norm,6,2,Gd,1,881,Y,Gd,824,0,204750
Lvl,1993.0,2,310,6,Ex,63,GasA,Norm,6,2,TA,1,790,Y,Gd,680,1,185000
Lvl,1999.0,2,1162,6,Gd,29,GasA,Norm,7,2,Gd,1,0,Y,Gd,1588,0,214000
HLS,1965.0,1,520,6,TA,0,GasA,Norm,4,1,TA,1,0,Y,TA,960,0,94750
Lvl,1920.0,1,108,5,TA,0,GasA,Norm,5,1,TA,1,0,N,TA,458,0,83000
Lvl,2005.0,1,569,6,TA,0,GasA,Norm,4,0,TA,1,0,Y,TA,950,0,128950
Lvl,1977.0,2,1200,6,TA,68,GasA,Norm,6,2,Gd,1,0,Y,TA,1610,2,205000
Lvl,1985.0,2,0,7,Gd,46,GasA,Norm,6,2,Gd,1,755,Y,Gd,741,1,178000
Bnk,1979.0,2,0,8,TA,0,GasA,Norm,5,2,TA,2,0,Y,TA,0,0,118964
Lvl,2009.0,2,0,6,TA,36,GasA,Norm,7,3,Gd,1,0,Y,Gd,1226,0,198900
Lvl,1951.0,1,224,7,TA,0,GasA,Norm,7,1,TA,1,592,Y,TA,1040,2,169500
Lvl,2003.0,2,0,9,Gd,45,GasA,Norm,8,2,Gd,1,939,Y,Ex,1053,1,250000
Lvl,1954.0,1,0,6,TA,0,GasA,Norm,4,1,TA,1,0,Y,Fa,641,0,100000
Lvl,1948.0,1,104,5,TA,0,GasA,Norm,5,1,TA,1,0,Y,TA,789,0,115000
Lvl,2005.0,2,0,7,TA,0,GasW,Norm,5,0,Fa,1,520,N,TA,793,0,115000
Lvl,1977.0,2,705,7,TA,122,GasA,Norm,6,2,TA,1,0,Y,Gd,1844,1,190000
Lvl,1954.0,2,444,7,TA,0,GasA,Norm,6,1,TA,1,639,Y,TA,994,0,136900
Lvl,2000.0,2,250,7,TA,0,GasA,Norm,7,2,TA,1,656,Y,Gd,384,1,180000
Lvl,2007.0,2,984,10,Gd,184,GasA,Norm,7,3,Ex,1,1414,Y,Ex,1264,1,383970
Bnk,1953.0,2,35,7,TA,120,GasA,Norm,6,2,Gd,1,0,Y,Gd,1809,2,217000
Lvl,1945.0,2,774,9,TA,0,GasA,Norm,6,1,Gd,1,884,Y,TA,1028,1,259500
Lvl,1999.0,2,419,5,TA,32,GasA,Norm,6,2,TA,1,729,Y,Gd,729,1,176000
Lvl,1962.0,1,170,6,TA,20,GasA,Norm,5,1,TA,1,0,Y,TA,1092,1,139000
Lvl,2007.0,1,0,5,TA,64,GasA,Norm,5,2,TA,1,0,Y,Gd,1125,0,155000
Lvl,1990.0,3,1470,11,TA,0,GasA,Norm,7,3,Gd,1,1523,Y,Gd,1673,2,320000
Lvl,2005.0,2,0,8,Gd,24,GasA,Norm,6,2,Gd,1,728,Y,Gd,728,1,163990
Low,1969.0,1,938,4,TA,130,GasA,Norm,6,2,TA,1,0,Y,TA,938,2,180000
Lvl,1979.0,1,0,4,TA,0,GasA,Norm,4,1,TA,1,351,Y,TA,732,0,100000
Lvl,1958.0,1,570,5,TA,0,GasA,Norm,6,1,TA,1,0,Y,TA,1080,0,136000
Lvl,1993.0,2,300,5,Gd,63,GasA,Norm,6,2,Gd,1,0,Y,Gd,1199,0,153900
Lvl,1979.0,2,0,7,TA,0,GasA,Norm,6,2,TA,1,0,Y,Gd,1362,1,181000
Lvl,2005.0,1,490,5,TA,0,GasA,Norm,6,0,TA,1,0,N,TA,520,0,84500
Lvl,1977.0,2,120,5,TA,205,GasA,Norm,6,2,TA,1,0,Y,Gd,1078,1,128000
Bnk,2005.0,1,116,5,TA,0,GasA,Norm,5,0,TA,1,0,Y,TA,672,1,87000
Lvl,1966.0,1,512,6,TA,108,GasA,Norm,6,2,TA,1,688,Y,TA,660,1,155000
Lvl,1998.0,1,567,6,TA,80,GasA,Norm,5,2,Ex,1,0,Y,TA,1008,0,150000
Lvl,1966.0,2,445,8,TA,66,GasA,Norm,7,2,Gd,1,941,Y,TA,924,2,226000
Lvl,2000.0,2,695,7,Gd,48,GasA,Norm,6,2,Gd,1,1032,Y,Gd,992,1,244000
Lvl,1974.0,1,405,7,TA,0,GasA,Norm,5,2,Gd,1,0,Y,TA,1063,0,150750
Lvl,2001.0,2,1005,6,Gd,25,GasA,Norm,8,2,Gd,1,0,Y,Ex,1267,0,220000
Lvl,1968.0,2,570,7,TA,96,GasA,Norm,5,2,TA,1,0,Y,TA,1461,1,180000
Lvl,1970.0,2,0,7,TA,0,GasA,Norm,7,2,TA,1,0,Y,TA,1304,1,174000
Lvl,1967.0,2,695,5,TA,111,GasA,Norm,5,1,TA,1,0,Y,TA,1214,1,143000
Lvl,1989.0,3,0,9,TA,0,GasA,Norm,7,3,TA,2,0,Y,TA,1907,0,171000
Lvl,1999.0,2,668,7,Gd,106,GasA,Norm,8,3,Gd,1,848,Y,Gd,1004,2,230000
Lvl,1997.0,2,821,7,TA,99,GasA,Norm,6,2,Gd,1,836,Y,Gd,928,0,231500
Lvl,2005.0,1,432,5,TA,0,GasA,Norm,4,0,TA,1,0,Y,TA,864,1,115000
Lvl,2005.0,2,1300,7,Gd,24,GasA,Norm,7,2,Gd,1,0,Y,Gd,1734,0,260000
Lvl,2000.0,2,507,6,TA,0,GasA,Norm,5,2,TA,1,475,Y,TA,910,0,166000
Lvl,1999.0,2,679,6,Gd,29,GasA,Norm,7,2,Gd,1,0,Y,Gd,1490,0,204000
Lvl,1963.0,2,1332,10,TA,0,GasA,Norm,5,2,TA,2,0,Y,TA,1728,0,125000
Lvl,2004.0,2,0,7,Gd,40,GasA,Norm,6,2,Gd,1,739,Y,Gd,970,0,130000
Lvl,1931.0,1,209,5,TA,0,GasA,Norm,5,1,TA,1,0,Y,TA,715,0,105000
Lvl,2001.0,2,0,8,Gd,48,GasA,Norm,7,2,Gd,1,1151,Y,Gd,884,1,222500
Lvl,2005.0,1,680,6,TA,0,GasA,Norm,7,0,Gd,1,0,Y,Gd,1080,0,141000
Lvl,1936.0,1,0,7,TA,114,GasA,Norm,5,1,TA,1,448,Y,Gd,896,0,115000
Lvl,1975.0,1,716,5,TA,0,GasA,Norm,5,2,TA,1,0,Y,TA,969,0,122000
Lvl,2007.0,2,1400,6,Gd,102,GasA,Norm,8,3,Gd,1,0,Y,Ex,1710,1,372402
Lvl,1971.0,2,416,8,TA,66,GasA,Norm,6,2,TA,1,896,Y,TA,825,1,190000
Lvl,1960.0,1,429,4,TA,0,GasA,Norm,6,2,TA,1,0,Y,Gd,1602,1,235000
Lvl,1923.0,1,0,7,TA,0,GasA,Norm,6,1,TA,1,0,Y,TA,1200,0,125000
Lvl,2005.0,1,0,5,TA,8,Grav,Norm,6,0,TA,1,524,N,TA,572,0,79000
Lvl,1950.0,1,0,5,TA,0,GasA,Norm,5,2,TA,1,0,Y,TA,0,0,109500
Lvl,2009.0,2,0,8,Gd,75,GasA,Norm,8,3,Ex,1,1194,Y,Ex,774,1,269500
Lvl,2004.0,2,222,8,Gd,136,GasA,Norm,7,2,Gd,1,956,Y,Gd,991,1,254900
HLS,2006.0,2,57,9,Gd,132,GasA,Norm,7,2,Gd,1,1070,Y,Gd,1392,1,320000
Lvl,1984.0,2,660,6,TA,0,GasA,Norm,6,2,TA,1,0,Y,Gd,1232,0,162500
Lvl,2003.0,2,1016,10,Gd,0,GasA,Norm,9,3,Ex,1,1096,Y,Ex,1572,2,412500
Lvl,2005.0,2,1201,7,Gd,70,GasA,Norm,7,2,Gd,1,0,Y,Gd,1541,1,220000
Lvl,2005.0,1,0,4,TA,0,GasA,Norm,4,0,TA,1,0,Y,TA,882,0,103200
Lvl,1926.0,2,370,5,TA,0,GasA,Norm,6,1,Gd,1,467,Y,TA,1149,0,152000
Lvl,2005.0,2,351,6,TA,0,GasA,Norm,5,0,TA,2,547,Y,TA,644,0,127500
Lvl,1955.0,1,379,7,Gd,0,GasA,Norm,5,1,TA,1,0,Y,TA,1617,3,190000
Lvl,2007.0,1,1288,8,Gd,120,GasA,Norm,8,3,Ex,1,551,Y,Ex,1582,1,325624
Lvl,2004.0,2,0,7,Gd,48,GasA,Norm,7,2,Gd,1,880,Y,Gd,840,1,183500
Lvl,1981.0,2,0,6,Gd,64,GasA,Norm,8,2,TA,1,0,Y,Gd,1686,1,228000
Lvl,1991.0,1,360,7,TA,0,GasA,Norm,5,2,TA,1,0,Y,TA,720,0,128500
Lvl,1960.0,1,639,7,TA,62,GasA,Norm,6,2,TA,1,0,Y,TA,1080,2,215000
Lvl,1987.0,2,495,5,Gd,35,GasA,Norm,7,2,Gd,1,703,Y,Gd,1064,1,239000
Lvl,1961.0,1,288,6,TA,20,GasA,Norm,6,2,TA,1,0,Y,TA,1362,1,163000
Lvl,1986.0,2,1398,7,TA,0,GasA,Norm,6,2,TA,1,0,Y,Gd,1606,1,184000
Lvl,1950.0,2,477,7,TA,29,GasA,Norm,6,2,Gd,1,0,Y,TA,1202,1,243000
Lvl,1988.0,2,831,8,Gd,228,GasA,Norm,6,2,TA,1,896,Y,Gd,1151,1,211000
Lvl,1958.0,2,57,8,Gd,0,GasA,Norm,5,2,Gd,1,668,Y,TA,1052,1,172500
Lvl,2009.0,2,1904,9,Ex,60,GasA,Norm,9,3,Ex,1,0,Y,Ex,2216,1,501837
Lvl,1935.0,1,0,5,Gd,0,GasA,Norm,5,2,TA,1,0,Y,TA,968,0,100000
Lvl,2000.0,2,436,5,Gd,0,GasA,Norm,6,2,Gd,1,756,Y,Gd,756,1,177000
Lvl,1920.0,1,352,9,TA,0,GasA,Norm,7,1,TA,1,901,Y,Fa,793,1,200100
Lvl,1957.0,1,0,7,TA,0,GasA,Norm,5,1,TA,1,0,Y,TA,0,1,120000
Lvl,2003.0,2,0,6,TA,238,GasA,Norm,7,2,Gd,1,720,Y,Gd,1362,0,200000
Lvl,1986.0,1,0,5,TA,0,GasA,Feedr,5,2,TA,1,316,Y,Fa,504,0,127000
Lvl,1993.0,2,0,12,Gd,260,GasA,Norm,10,3,Ex,1,1518,Y,TA,1107,2,475000
Lvl,1990.0,2,611,6,TA,27,GasA,Norm,7,2,Gd,1,0,Y,Gd,1188,0,173000
Lvl,1916.0,2,0,8,TA,0,GasA,Norm,5,1,TA,1,704,Y,Fa,660,0,135000
Bnk,1979.0,0,1086,6,TA,0,GasA,Norm,5,2,TA,2,0,Y,Gd,1086,2,153337
Lvl,2001.0,1,1153,5,Gd,120,GasA,Norm,8,2,Ex,1,0,Y,Ex,1593,1,286000
Bnk,1932.0,2,297,10,Gd,74,GasA,Norm,8,2,Gd,1,1178,Y,Gd,853,2,315000
Lvl,1972.0,1,626,7,TA,32,GasA,Norm,7,2,Gd,1,754,Y,TA,725,0,184000
Lvl,1999.0,2,560,6,Gd,35,GasA,Norm,7,2,Gd,1,0,Y,Gd,1431,0,192000
Lvl,2004.0,2,0,7,Gd,40,GasA,Norm,7,2,Gd,1,739,Y,Gd,970,0,130000
Lvl,1989.0,1,390,5,TA,0,GasA,Norm,5,1,TA,1,0,Y,TA,864,0,127000
Lvl,1976.0,2,566,7,TA,0,GasA,Norm,6,2,TA,1,601,Y,Gd,855,1,148500
Lvl,2007.0,2,1126,8,Ex,138,GasA,Norm,7,3,Ex,1,0,Y,Ex,1726,1,311872
Lvl,1918.0,2,1036,8,Gd,16,GasA,Norm,8,2,Gd,1,1360,Y,TA,1360,1,235000
Lvl,2005.0,1,0,8,TA,198,GasA,Norm,6,0,TA,1,929,Y,TA,755,0,104000
Lvl,2004.0,2,1088,7,Gd,26,GasA,Norm,8,3,Ex,1,0,Y,Ex,1713,1,274900
Lvl,2003.0,2,0,5,TA,64,GasA,Norm,4,2,TA,1,0,Y,Gd,1121,0,140000
Lvl,1980.0,2,641,6,TA,83,GasA,Norm,6,2,TA,1,0,Y,TA,1196,2,171500
Lvl,1924.0,2,617,6,TA,0,GasA,Norm,6,1,TA,1,445,Y,Fa,617,0,112000
Lvl,2004.0,1,662,3,Gd,0,GasA,Norm,6,2,Gd,1,0,Y,Gd,848,1,149000
Lvl,1948.0,1,312,5,TA,35,GasA,Norm,5,1,TA,1,564,Y,TA,720,0,110000
